Review_Text,Review_Rating,Sentiment Class
Great shoe .,4,Positive
Received a second pair and they are as expected ... minimalist feel comfortable,4,Positive
They fit very snug for their size especially in the toe box .,4,Negative
The speed lace is nice,4,Positive
like the shoe but runs small,4,Neutral
light weight and very comfortable,4,Positive
shoes fit perfect .,4,Positive
Great fit and comfortable shoe .,4,Positive
Umthey 're shoes . They are comfortable and stylish . I wear mine to the gym for interval training and they get the job done especially for the price .,4,Positive
are very pretty with the gray blue accents are perfect me and are very light,4,Positive
Maybe something about my feet has changed but I had a much harder time finding a comfortable ASICS shoe .,4,Positive
The fit guide from Brooks to Saucony advised going from a Brooks 10.5 to a Saucony 11 .... okay .... they seem okay,4,Neutral
Expected wide fit from commercials on TV,4,Neutral
New Balance running shoes have been his go - to casual shoe for many years .,4,Positive
I 've been wearing then a few months and they are holding up well .,4,Positive
but the lack of ankle support makes them a bit annoying during longer(10m+ ) runs,4,Negative
Do n't listen to the Amazon recommendation sizing .,4,Negative
very comfortable so far . could use a little more arch support,4,Positive
Had to go up half a size because normal size was too narrow in the toes .,4,Neutral
Showed up on time and price was very competitive .,4,Positive
Fit well only problem is the sole need to be little wider,4,Neutral
Very comfortable shoes,4,Positive
Amazinglightbeautiful looking shoe .,4,Positive
And the price was good .,4,Positive
A 1/4 size smaller then I expected but they still fit well .,4,Neutral
The shoes are super feather - weight but just a little more tight - fitting than the cross - trainers that I usually buy from Nike .,4,Neutral
is the gel soles do come out,4,Negative
At first my husband had to wear the sneaker in order to feel it totally comfortable .,4,Positive
Howeversince they are one of the only companies making wide minimalist trail running shoes I ca n't complain too much .,4,Positive
The color part is the only reason I am giving 4 out of 5 stars because I was a bit confused on the listing .,4,Negative
NB forgot how to size on this particular shoe .,4,Negative
These are very durable and comfortable shoes .,4,Positive
I bought this shoes for my dad and he really like them they 're so nice and comfortable .,4,Positive
Husband love new balance shoes most comfortable,4,Positive
excellent all - purpose sneakers - very comfortable,4,Positive
These shoes are much better than the prior two versions . ,4,Positive
I was disappointed and ended up not really using the 15s and 16s .,,Negative
item was too small for me in my size so returned it,4,Negative
these shoes are great and have a good construction,,Positive
. otherwise fantastic shoes .,4,Positive
Design is really nice and colors are definitely unique .,4,Positive
This was my 3rd pair of this model .,4,Positive
Fits will comfortable .,4,Positive
It has support does n't get overly hot,4,Neutral
but other hikers looked at them and said could be a little better,4,Neutral
Great looking shoe and ca n't wait to get them to the trail : ),4,Positive
that I bought 2 more pairs .,4,Positive
Good price .,4,Positive
These are not your typical New Balance shoes that you can work and walk in for a long period of time .,4,Neutral
I did some research on other sites and found that you should size up 1/2 size for proper fit .,4,Neutral
I wear no fitness shoe other than Asics .,5,Positive
I ’ve done a two hour training session and they did n’t loosen up a bit .,5,Neutral
I was concerned it it would fit .,5,Neutral
My husband has been wearing Skechers for years .,5,Positive
And they are so very very comfortable .,5,Positive
I have very flat very wide feet which causes me to overpronate,5,Positive
I have been wearing the 3 's to play golf on those days that are kinda wet and the turf is mushy for getting a good grip when you swing .,5,Positive
Look great and for the price I certainly could n't do any better .,5,Positive
Bought two pairs,5,Neutral
very light and comfortable .,5,Positive
Great shoes .,5,Positive
what I got instead were tires that I can mount on my feet .,5,Negative
Fit great feel great,5,Positive
Great shoes that are comfortable .,5,Positive
I have seen improvement in my posture because these shoes allow the orthotics to distribute my body weight properly,5,Neutral
I was extremely pleased with the sole durability,5,Positive
Very comfortable shoe did n't have to break them in .,5,Positive
Very comfortable shoe .,5,Positive
I have worn Asics,5,Neutral
Would be so comfortable .,5,Positive
This Asics is my favorite style the heel cushion Is Great,5,Positive
This is actually the second pair that I have purchased .,5,Positive
So instead of paying 200 dollars or more on running shoes buy the Reebok real flex 's instead .,5,Neutral
Nice stylish tennis shoe . Light weight comfortable .,5,Positive
Good looking and comfortable .,5,Positive
The colors and design is super cute I love the thicker sole,5,Positive
Extremely comfortable,5,Positive
Fit wonderfully . Really helped to alleviate foot leg,5,Positive
Comfortable fit .,5,Positive
Not especially warmbut I expect that will be a big help in other than winter conditions .,5,Neutral
Will buy again in the future .,5,Positive
So comfortable must have pair love ....,5,Positive
Great price and a very comfortable shoe .,5,Positive
Very nice shoes . I receive a lot of compliments .,5,Positive
shoes fit comfortable fit as expected,5,Positive
They give great support and have great traction .,5,Positive
These are my second pair of 577,5,Positive
Size design is met my expectations,5,Positive
great shoes . fits well and is light,5,Positive
and I 've tried other brands over the past 30 years specifically Nike,5,Neutral
unexpected is that UA makes a great running shoe .,5,Positive
but I always order the wide size and they are very comfortable .,5,Positive
Shoes are very light and comfortable .,5,Positive
so if you 're ordering a pair order the size most likely to fit you .,5,Neutral
Best fitting New Balance ever owned .,5,Positive
We originally bought these gym shoes for my son at a men 's shoe store because we thought he needed a wide .,5,Neutral
Good shoes . I was custom fit for these shoes and they were substantially cheaper on Amazon,5,Positive
This is my third pair .,5,Positive
the shoe fit my foot and is very comfortable,5,Positive
The style is what I like most about it with it 's rugged but sporty looks .,5,Positive
One con is it is not very fashionable .,5,Negative
light weight and comfortable and look great,5,Positive
I walk all day and these wear comfortably right out of the box .,5,Positive
these new balances are a great lightweight shoe . perfect fit . and sturdy enough for my giant mini me .,5,Positive
My feets were never so relaxed in other brands i used before .,5,Positive
Great fit comfy,5,Positive
We got these shoes for our son and he really loves them .,5,Positive
They look great and fit perfect .,5,Positive
I need a pretty wide fit and have what you might otherwise be considered a size 10 1/2 foot and these fit fine .,5,Neutral
Very comfortable - fit true to size for Asics .,5,Positive
These were a perfect fit .,5,Positive
prompt delivery very satisfied,5,Positive
I recommend getting 1/2 size larger .,5,Positive
No complains what so ever,5,Positive
Comfortable shoe fit great,5,Positive
I 'm a true size 8 and wearing socks would make them snug,5,Neutral
Love them .,5,Positive
Nice shoes great look very comfortable,5,Positive
Could n't be more happy with my purchase .,5,Neutral
Super comfortable and light,5,Positive
Shoe is quite comfortable and cushioned not as light as expected but not too hefty,5,Positive
Very supportive and comfortable,5,Positive
Very lightweight and comfortable -- used for walking around Disney World .,5,Positive
Because reebok is the only shoe that is comfortable for my husband to wear with his prosthetic leg it 's lightweight and easy to walk in and it also balances him and always a perfect fit you never have to worry about the size it 's true to fit,5,Positive
Great shoes comfortable,5,Positive
I have never had problems with asics lasting .,5,Positive
Looks mpore like a shoe and less like a sneaker than the prior model,5,Neutral
My son loves these shoes,5,Positive
Fits perfect .,5,Positive
Great for working out or just walking about .,5,Positive
shoes are comfortable and the price was right delivery was fast,5,Positive
Very light and extremely comfortable .,5,Positive
They sized out as expected and look great .,5,Positive
I have used Asics for years for running .,5,Positive
Very nice and comfortable shoe .,5,Positive
My name is payton thomas and I ’ve always wanted a pair of these shoes .,5,Neutral
My husband loves anything New Balance and this style helps him greatly with his sensitive heal and support .,5,Positive
Very comfortable & the traction is awesome,5,Positive
These are really stylish and comfortable .... I do n't even wear em to runI like em for outfits because the color scheme is so dope and these are definitely the best pair of NB as far as comfort,5,Positive
Perfect fit . Plus these shoes are so comfortable .,5,Positive
Very light and comfortable with adequate padding in the heels .,5,Positive
These are really comfortable easy to wear shoes with just the right design and color .,5,Positive
Fits my heel nice and snug .,5,Positive
I have very flat feet and these are pretty comfortable shoes .,5,Positive
it exactly fit my feet and feel comfortable all day .,5,Positive
Have used it mostly at works on casual days or rough weather .,5,Positive
Fits just right and very comfortable .,5,Positive
Very comfortable,5,Positive
Got same size as a pair of my Nikes and shoes fit perfect and very comfortable .,5,Positive
These are easy on the feet and are very light weight .,5,Positive
Super cool shoes and very comfortable,5,Positive
The shoes fit my son perfectly and he says they are very comfortable .,5,Positive
Fits goodit has a really thick sole which is nice .,5,Positive
If you want to play right nowand running shoes are recommended,5,Positive
Fits pretty good and has been a pretty good and comfortable pair of shoes for doin my job .,5,Positive
Daughter loves these . I 've also worn them and very comfortable .,5,Positive
I also use these shoes for indoor cardio ( mostly treadmill ) and try to minimize wearing them outside ( to extend their life and retain their striking looks etc . ),5,Positive
They 're Ttractive and fit very comfortably,5,Positive
Very comfortable shoes . Fits perfect .,5,Positive
Would recommend,5,Positive
Actually I am using them as a road shoe .,5,Neutral
So far a excellent fit and comfortable to wear .,5,Positive
it is light weight and holds up really good .,5,Positive
I love these shoes they fit well and are very comfortable .,5,Positive
I either got very lucky or Mizuno really does make great running shoes .,5,Positive
just beautiful . incredibly comfortable,5,Positive
FIt goodlook good,5,Positive
I wear a 9D shoe size and this shoe is true to it 's advertised size .,5,Positive
Glad I found them .,5,Positive
Super comfortable and amazing traction .,5,Positive
Good looking shoe and is very comfortable .,5,Positive
Hopefully they last longer than the V3 I had where the sole literally fell off of 3 pair ( all replaced by NB ) .,5,Positive
The color is just as you see on the pictures and is very subtle .,5,Positive
That 's not to say they are n't goodhe just wears them out unusually fast .,5,Neutral
really comfortable and stylish shoe,5,Positive
"This is one of the shoes that "" fits "" my foot type",5,Positive
Stitching on toe tight seems sturdy .,5,Negative
He says it comfortable .,5,Positive
Excellent sneakers very soft and comfortable .,5,Positive
Highly recommended .,5,Positive
I have gotten so many compliments .,5,Positive
As always newbalance makes the most comfortable shoes out there .,5,Positive
Great fit comfortable,5,Positive
Great cushioning - flexible uppers,5,Positive
Very comfortable shoes they look trendly I really like them great sole,5,Positive
good traction . fit well and very comfortable .,5,Positive
I ordered a ( 10 1/2 ) 4E wide shoe and I 'm real happy with them .,5,Positive
Neither too bulky nor too light .,5,Neutral
GreatPerfect fit,5,Positive
Great shoes : perfect fit very comfortable well made .,5,Positive
Very comfortable,5,Positive
Asics makes a great shoe . light weight but supportive and sturdy .,5,Positive
Awesome shoes extremely comfortable .,5,Positive
Fit and feel great .,5,Positive
I have been looking for a pair of white shoes to add to my wardrobe for a while and these were just what I was looking for,5,Positive
I received my shoes on time ( 2 Days Delivery via Amazon Prime ) and the size is perfect fit for me,5,Positive
These are the prefect amount of support and give .,5,Positive
Lightweight and springy .,5,Positive
These shoes are friggin amazing Super comfy perfect fit just awesome,5,Positive
Fits true to sizelightweight and very comfortable .,5,Positive
Fit was true to size I wear a 10 . Very comfortable,5,Positive
very good article very comfortable and came in good condition and recommend suitable value'll buy another soon a brand worth buying,5,Positive
Shipped fast .,5,Positive
Great fit and function .. perfect,5,Positive
Daughter loves them,5,Positive
Shoes are great snug fit very very comfortable and elegant,5,Positive
When you get your foot in the shoes hugs your foot for a secure,5,Positive
So far the shoes have been excellent .,5,Positive
I had to get used to the arch support but once I did I really appreciate it .,5,Positive
but for the price they are great .,5,Positive
great design and just try it,5,Positive
We just did a 4 mile hike over the weekend and the shoes did great .,5,Positive
Great shoe with excellent cushioning on rough surfaces,5,Positive
so if you 're looking for some info on how they feel while running you 'll have to find other reviews .,5,Positive
I bought these shoes for my dad and he loves it .,5,Positive
Very comfortable .. Would order again .,5,Positive
Extremely comfortable insole comes with them .,5,Positive
but still very good for a shoe under $ 100 .,5,Positive
Like these shoes so much that i ’ve purchased 3 pairs .,5,Positive
Probably should of gotten a bit bigger size because 9 's are getting small on me but from what I got it works well and they are n't torn when received and I enjoyed them .,5,Neutral
I put them on and immediately felt a spring in my step .,5,Positive
Very comfortable and the model is really cool,5,Positive
I am happy of this purchase .,5,Positive
My feet do n’t slide forward in the shoe while I ’m walking down a steep incline .,5,Neutral
So far so good . I ran 3 times and logged 20 miles on my new pair of Asics very comfortable .,5,Positive
No issues on delivery .,5,Positive
Extremely comfortable shoes .,5,Positive
best heel support that I 've found,5,Positive
I always run 3.5 miles and these are definitely a step up from my last Mizunos .,5,Positive
Comfortable and supportive would definatley buy this style again .,5,Positive
Have worn these shoes at work since receiving .,5,Neutral
Very comfortable,5,Positive
Looks greatfeels great,5,Positive
I have only worn Salomon trail runners for at least a decade .,5,Neutral
great sneakers very comfortable,5,Positive
I 've owned these for over one year .,5,Neutral
the fit is great .,5,Positive
I recommend them .,5,Neutral
I 've tried every athletic shoe out there from Puma to Ryka Nike to Brooks and all the others in between .,5,Neutral
Fit great,5,Positive
This is my second pair and I 'll get another pair when I wear these out .,5,Positive
"At this pointthe only unanswered question is "" How durable are they "" They do n't look very strong .",5,Neutral
FinallyI 've had some issues with sizing lately from Saucony so I went a 1/2 size up .,5,Neutral
Great price great fit great look,5,Positive
My biggest concern before purchasing was not having holes in the sides of the shoes to allow for water drainage but it was never an issue .,5,Neutral
I 've heard it said that they run a little small and that people should order a half size up - my past two pair of ISOs would confirm that advice .,5,Neutral
awesome shoes ... very comfortable to wear ...,5,Positive
I love Nike Air Force 1 shoes .,5,Positive
Mizuno always fits me well,5,Positive
worth the price very comfortable,5,Positive
They are comfortablevibrantand go with all my athletic clothes,5,Positive
Love Saucony shoes .,5,Positive
Perfectly fit my feet comfortable,5,Positive
It 's good fit and everybody who saw it said nice looking to me .,5,Positive
My son has had me purchase this same brand / model several times .,5,Positive
My only gripe with the older shoes I had was the way down from hills ... I was at a 17 mile roundtrip hike ( elev gain of 4300 ft ) and the way down was painful ... especially towards the end ... soles of my feet were burning and I had to come the last mile down facing uphill :( with the heel touching the ground first ...,5,Negative
Fit is true to size 9.5 D,5,Positive
"reebok and addidas has a "" cheaper "" quality to them when comparing them to nike",5,Negative
The size was fit as i expected,5,Positive
hands down one of the best pairs of training shoes I 've invested in .,5,Positive
So far I 'm really pleased with them and I will buy them again when mine wear out .,5,Positive
Fit perfect and very comfortable .,5,Positive
They fit good and feel good and look good .,5,Positive
Every shoe I 've owned in the past 25 years has been a 9.5 ... except this one .,5,Positive
I have severe flat feet I work in retail and am on my feet 8 to 9 hours a day .,5,Neutral
I saw other reviews say they run small .,5,Neutral
Great fitting shoe and looks to be durable as well . Highly recommended,5,Positive
The sneaker fits quite well to me and it is very light .,5,Positive
great shoes extremely light and comfortable,5,Positive
I 've been pleasantly surprised by the 4 mm heel to toe drop .,5,Neutral
Great shoes and very comfortable,5,Positive
Very comfortable too .,5,Positive
Looking for good sole support and comfortable wearing .,5,Positive
Are very comfortable .,5,Positive
Fit perfect . Very comfortable .,5,Positive
Super comfortable,5,Positive
same width as normal for me,5,Positive
First use out of the box and I completed a 20 mile trail run / hike with no blisters or problems,5,Positive
These shoes are extremely comfortable .,5,Positive
very comfortable running shoe .,5,Positive
I wear the black ones to work all of the time and you ca n't tell it 's an athletic shoe unless you look very closely .,5,Neutral
these are just what i was looking for . great price . fast shipping . new balance durability . definetly satisfied with the purchase .,5,Positive
fit and style is great ... ,5,Positive
a small issue ... make sure that you pull the sucks up enough on the heel(or have some thicker sicks ) becuase the top of the back of the heel digs in a little,,Negative
Decided to give Asics a try,5,Neutral
Great design and quality . Fitted perfect by size .,5,Positive
Great traction comfortable,5,Positive
He really likes his New Balance MX608V4 shoes and intends on purchasing the same model in other colors .,5,Positive
They are comfortable and easy to get on .,5,Positive
Good ankle support .,5,Positive
Had to buy a 1/2 size larger but wow,5,Neutral
Was a little nervous buying these online but I had purchased different Mizuno models before and they fit well for my relatively wide foot .,5,Positive
I 'm very loyal to a shoe once I find one that I like,5,Positive
Most comfortable shoe I have ever worn .,5,Positive
These are good shoes if you are in need of a motion control shoe .,5,Positive
"Not as form fitting as the "" Free "" but has a place to fill my needs .",5,Neutral
Do nt lnow if I would use them for Trail Running .,5,Neutral
Fit very well and have good grip .,5,Positive
gave good traction especially downhill .,5,Positive
great shoes very comfortable .,5,Positive
Sturdy and comfortable .,5,Positive
Plush but supportive .,5,Positive
Fit very nicely .,5,Positive
Always loved these shoes for comfort and support,5,Positive
had only seen the rather dated looking white with blue .,,Neutral
and has good traction .,5,Positive
Very comfortable shoes,5,Positive
Great shoe .. very comfortable,5,Positive
They are great for walking and very supportive .,5,Positive
This are fantastic shoes . We are replacing these same shoes that we bought last year .,5,Positive
I 've bought Kayanos 18 19,5,Neutral
Very comfortablethey have some support if you have flatter feet .,5,Positive
great fit and comfortable,5,Positive
Some of the most comfortable shoes I have ever had and holds up great too,5,Positive
this has more forefoot cushioning than version 19 .,5,Positive
Pretty comfortable and speed laces work very well,5,Positive
fit good,5,Positive
These were the only Skechers Slip - Ons I was able to find .,5,Positive
Just stick with same .,5,Positive
My husband LOVES these shoes .,5,Positive
Good size,5,Positive
Snug fit but very comfortable cushioning .,5,Positive
Love these shoes so damn comfortable,5,Positive
great fit and a nice looking sneaker .,5,Positive
Wonderful fit very comfortable,5,Positive
I pair these gel asics cumulus-18 shoes with a set of the JOBST 20 - 30 mm sport compression sock and have noticed a huge improvement in how my legs and feet feel at the end of a work day .,5,Positive
Fits great,5,Positive
and I have room in the toe with good mid - strike support .,5,Positive
I find these shoes comfortable well fitting,5,Positive
Very comfortable & the traction is awesome,5,Positive
nice fit and wearable from day one,5,Positive
The shor color are very bright and very colorful just what I was expecting,5,Positive
It is magnificent .,5,Positive
He says the grip is amazing and the comfort in making hard cuts is on point .,5,Positive
I have a very large arch in my feet and the shoes form to my foot like they are custom made .,5,Neutral
I like the neon yellow color scheme because it is catchy - and when you are running in the streets the more flashy you look the better .,5,Positive
Ordered the 10.5 which is my regular NB shoe size and they fit perfectly .,5,Positive
Bought special for running in a gym and outside .,5,Neutral
I 'm in love with these shoes,5,Positive
They look great with jeans but also are perfect for a decent run .,5,Positive
Fits nice but it would.be best to get a half size down,5,Positive
They were wide width and fit great,5,Positive
The only thing is you can see some of the clear glue used to assemble but that 's about it,5,Negative
These ones seem to fit great ( I 've ran in them twice so far ) .,5,Positive
Exactly how they look in the picture .,5,Positive
Love the sneakers,5,Positive
Super comfortable and amazing traction .,5,Positive
I have purchased him 3 pairs of this brand and he loves all of them and they last for years .,5,Positive
so comfortable,5,Positive
I love the sneakers I purchased for my husband,5,Positive
I ordered the Adidas SwiftR GTX Salomon Eskape GTX Salomon Pro 3D GTX and the Saucony Ride 8 GTX .,5,Neutral
As an avid runner I enjoy the feel and durability .,5,Positive
He says they are the most comfortable sneaker ever and he 's on his feet all day,5,Positive
ASICS are great for running or walking .,5,Positive
It fits perfect,5,Positive
Fit great,5,Positive
I m not for the minimust movement and if you are prob not the shoe for you .,5,Negative
These shoes are very comfortable,5,Positive
Fits great very comfortable,5,Positive
Love these shoes but I needed an 11.5 to get them comfortable . I 've never worn anything larger than 10.5 so these run small in my experience .,5,Positive
... goes nices with joggers and jeans I absolutely love the design especially the huarache strap on the back I wore my pair once and i must say these shoes turn head ... They are unique,5,Positive
Lightweight shoe which I really like .,5,Positive
They fit as expected and they 're a good shoe to work out in,5,Positive
I have wide feet and the 4 wide is perfect .,5,Positive
Super comfortable and great grip . I got these because I wanted a light weight trail runner with traction and these more than fit the bill .,5,Positive
love these shoes . very comfortable and great arch support . purchased to wear in disney,5,Positive
Fit and appearance first .,5,Positive
they have great support while still being a really light weight shoe .,5,Positive
Fit well and comfortable .,5,Positive
New Balance makes the best shoes ... Period,5,Positive
To my amazement and satisfactionthey provide a very comfortable ride and fabulous for my weekly long runs .,5,Positive
I highly recommend .,5,Positive
Plus the colors look amazing ( I ordered the green teal,5,Positive
THEY ARE AWESOMEVery comfortable,5,Positive
My son loves it .,5,Positive
Love these shoes they are comfortable and support my feet while running .,5,Positive
Very nice shoe very comfortable,5,Positive
Nice . Fit,5,Positive
I wear a size 8 - 4E. And these Asics are easily just as good as any NBs I 've ever purchased for wide feet if not better .,5,Positive
They are comfortable and fit as expected .,5,Positive
Your foot fits deep in the shoe and has very good ankle support,5,Positive
very comfortable and fit on the foot.also very light and they relax your feet . colors are very pleasant and can be combined with different sport clothes .,5,Positive
And through the rock scrambling they held up perfectly .,5,Positive
i highly recommend this sneaker for 4e wearers,5,Positive
The feel is a little different and they seem to wear snug no matter how loose you tie them,5,Negative
Excellent shoe fit perfect,5,Positive
I like the way they fit and feel .,5,Positive
This all began when I followed the recommendation provided by the comparison of my shoes with the Adidas shoes .,5,Neutral
The shoes are very comfortable,5,Positive
Same quality fits true to size .,5,Positive
Excellent perfect fit,5,Positive
Light and comfortable these are my new go to shoe rain or shine .,5,Positive
Good SD hoes shoes comfortable,5,Positive
Very comfortable,5,Positive
After that they were the most comfortable running shoes I 've ever had .,5,Positive
Between the Powerstep Pinnacle insert and the existing sole padding of the Reebok shoe these are very soft on the heels,5,Positive
So comfortable,5,Positive
I never have any leg or back problems as I would with all the other brands .,5,Positive
I have medium / low arches and these shoes feel great for running and walking .,5,Positive
Very sturdy and comfortable,5,Positive
Have tried other brands and thought that they were comfortable until I wore these .,5,Positive
very comfortable shoe at a great price .,5,Positive
Good fit they are very comfortable and the price is right,5,Positive
Love theseI 've been climbing Stone Mountain everyday with a group,5,Positive
very happy with these .,5,Positive
Fits and feels like a million bucks .,5,Positive
I own the noosa tri7 and they were what I thought was the best shoes I have ever purchased ... and are still one of my favorite shoes that I own ... the tri9 shoes are a different fit and color but are just as good ...  but seems smart for a running shoe so they do n't come untied ..,5,Positive
the laces are a tad bit shorter than previous versions and hard to tie,,Negative
It was a gift to my wife ... she said it fixed great Very comfortable,5,Positive
They fit snug and comfortable,5,Positive
soft cushiony feel ( like walking on a cloud ) .,5,Positive
It fit excellent and it amazing.i can recomended for anybody with this price and free shipping its been a quick shipping in 3 days .,5,Positive
this shoe is definitely the shoe for you,5,Positive
really ggod value ang quality,5,Positive
Also great price and fast delivery,5,Positive
Perfect fit and they look great too,5,Positive
Love the style and comfort,5,Positive
it is definitely a half size smaller than typical Nike shoes .,,Neutral
The shoes fit great .,5,Positive
Fit exactly as if I purchased from a traditional store,5,Positive
Shoes came in on time .,5,Positive
This shoe is really comfortable and fits perfectly .,5,Positive
Very comfortable shoes .,5,Positive
Great shoe ; the cleats collect at lot of stuff and I recommend one size bigger but the overall comfort and performance is great,5,Positive
Great buy so comfortable fits great,5,Positive
Fit as expected . Comfortable and good on the trails,5,Positive
Definitely worth the money,5,Positive
Very light and comfortable for a big guy .,5,Positive
Really good shoe very comfortable and reliable👍,5,Positive
I bought this for my grandson and he loves them ... the fit is perfect and he 's already been wearing it everyday,5,Positive
I have plantar fascittis and have to wear custom orthotics and to fit in a shoe with a sock and the orthotics i have to get a longer and wider shoe so it will fit with no tight feeling so I have found that i wear a 10.5 shoe usually but I found going to 11.5 and 4Emy foot is comfortable and this shoe right when I put it on it felt like they were already broken in and without having to spend hundreds on other shoes these work great,5,Negative
I liked them so much - I bought 4 pairs and have been wearing them for about 2 years .,5,Positive
It feels like there is less padding below the foot on these .,5,Negative
but I 'm using these for the gym so no big deal and I put a high quality insole in them . Excellent Shoes,5,Positive
fit if average .,5,Positive
Very comfortable,5,Positive
Fila has been the most comfortable sneakers i 've Ever rock feeling great to move about and for standing which I do a lot of I gave it two thumbs up,5,Positive
Great style great fit very comfortable,5,Positive
"I have to be on my feet from 7:30am-2:40pm and at 6""2 and 350lbs with wide feet I can honestly say these shoes are comfortable and give me tremendous balance ",5,Positive
I have been weari g this shoe for many years now as these are about the only shoe i m really comfortable in for the moment i put them on ..,5,Positive
comfort and improved my sprint times .,5,Positive
He highly recommends them .,5,Positive
Very comfortable for running- great shoe,5,Positive
Brought these for my dad he loves them .,5,Positive
I buy Mizuno 's for my son .,5,Neutral
so I 'm loyal to NB .,5,Positive
Ca n't really comment on durability since I 've only owned for a couple weeks .,5,Neutral
Great shoes at a good price . Needed a larger size and width because of ingrown toenail and these were perfect .,5,Positive
They 've quickly become my goto running shoes .,5,Positive
Super comfortable shoe .,5,Positive
They fit good and he likes the look .,5,Positive
I have really flat and wide feet .,5,Positive
Comfortable stylish shoe,5,Positive
The colors are dark and make for a good everyday shoe .,5,Positive
Great shoe for the price and very comfortable .,5,Positive
Fits so good on my feet .,5,Positive
True to size Comfortable Well constructed Even at this price point I quickly ordered this as my second pair,5,Positive
My feet do n't hurt at the end of the day,5,Positive
Shoes worked great,5,Positive
Finallythe color scheme and graphics are unique and the most current style .,5,Positive
but these shoes are a good value in my opinion .,5,Positive
Fit as expected,5,Positive
I 've struggled with right balance of stability and shoe weight and these are the best I 've found .,5,Positive
So I was looking for a good looking almost all black running shoes so normally I would exert all effort to look for an ASICS one .,5,Positive
I 've been out walking in them several times since receiving them and ca n't believe how many nice compliments I 've gotten about how nice they look .,5,Positive
My husband wears nothing but NB he loves the comfort and support and I love that they have stylish colors and styles so he does n't have to wear white leather grandpa shoes .,5,Positive
shoes fit perfect and very comfortable i wear them at work for 10 hours a night,5,Positive
all this at a fair price,5,Positive
I wear an 11 in everything else and I needed a 12 in these .,5,Neutral
Bought my first pair of this model years ago in a small specialty shop in Ohio,5,Neutral
Very glad i purchased the item extremely comfortable .,5,Positive
They fit well and the price was very good .,5,Positive
Fits like gloves This is the second pair from this lovely brand I hope to see salomon military boots ❤️,5,Positive
These shoes are super comfortable,5,Positive
amazon is great about returns too,5,Positive
Great for working out and for Volleyball .,5,Positive
They are a little bit more narrow than other shoes but they fit my feet great .,5,Positive
Got a 1/2 size larger and fit perfect,5,Positive
The soul design together with the material provides a comfortable slightly spongy yet strong feeling .,5,Positive
Glad I had done the research online .,5,Positive
It has always fit well and given good performance ..,5,Positive
Very comfortable .,5,Positive
The shoes are light weight comfortable,5,Positive
I wear 11D. I order 11.5D and the fit is perfect .,5,Positive
Very light weight and comfortable .,5,Positive
Here are my observed characteristics : -great shoe for the money -not only a good running but great to walk in,5,Positive
Would definitely buy them again .,5,Positive
Very Comfortable and fits perfect .,5,Positive
Very comfortable .,5,Positive
great price nice quality,5,Positive
Great sneakers . I wish more colors came in the wider sizes,5,Positive
They are comfortable and look good,5,Positive
Great and comfortable running shoes ...,5,Positive
I 'm 62 and i run 5 or 6 miles almost every day ... I can run a half marathon in about 2 hours ... my knee used to hurt really bad after a race but with these shoes i have no knee ... hip ... or foot pain .... maybe it 's just the way my crooked legs work ... i originally bought the shoes because of the Adriana Lima endorsement and I thought they were cool looking but they are amazing .... order a half size larger than most brands,5,Positive
The color are neutral and fits perfect .,5,Positive
Very comfortable-- really light and nice looking-- Could n't ask for more .,5,Positive
Great product at a great price Fits true to size very rugged and durable .,5,Positive
Perfect fit as always - extremely satisfied,5,Positive
fit true to size .,5,Positive
Great shoe,5,Positive
The fit is right on per description .,5,Positive
best price performance . excellent shoe for off track running,5,Positive
Came as what the picture looked like good price shipping could of been faster great gift size was true to size,5,Positive
nice color and latest style,5,Positive
On time and fit good,5,Positive
I love these Mizus especially at the $ 40 ish price tag .,5,Positive
A good comfortable running shoe .,5,Positive
Very comfortable over the long distance and held up well .,5,Positive
I am getting them for half the cost of any shoe store nearby .,5,Positive
LOVE them,5,Positive
Fantastic fit and quality,5,Positive
I bought his normal size and he says they fit perfect .,5,Positive
I have only put on the left shoe since I have had surgery .,5,Neutral
Love the shoes and the fit was perfect .,5,Positive
I have a collapsed arch on one foot and felt amazing walking in these .,5,Positive
This is my second pair of this style .,5,Positive
Love emFits right and very well cushioned,5,Positive
Classic and comfortable,5,Positive
Does not eliminate all foot pain but significantly reduces very pleased,5,Neutral
These shoes fit my feet so well . I had a bright orange pair for almost 2 and a half years and they are perfect to me .,5,Positive
UPDATED REVIEW AT THE BOTTOM OF THE PAGEFINAL UPDATE BELOW - THE GOOD AND THE NEEDS IMPROVEMENT,5,Neutral
If you are looking for an affordable pair of shoes that is comfortable try these out .,5,Positive
nice shoes . very comfortable,5,Positive
It fit perfectly . great for jogging or just walking,5,Positive
Love them super comfy fit and great arch support,5,Positive
I recently went hiking and hurt my foot by landing on a rock,5,Negative
Love these shoes,5,Positive
Very comfortable shoes for a very good price .,5,Positive
I ran on wet leaves the first day and did n't slip at all .,5,Positive
Good comfortable shoes just a little snug,5,Positive
I love the fit feel and colors of the shoes I would buy again for sure.they are comfortable and lightweight,5,Positive
Very supportive and comfortable,5,Positive
Comfortable and looks good too .,5,Positive
Looking forward to enjoying the most .,5,Positive
of which I 've gone through close to half a dozen pairs .,5,Positive
These are now my favorite tennis shoes .,5,Positive
These things cut straight through dirty or grass even if you want to use them as a light cleat for sports .,5,Negative
Comfortable and lightweight .,5,Positive
